file,model,language,n,has_boxed,extracted,correct,extracted_but_wrong,unparsed
logs/2026-07-27T00-12-25-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_A5kif7eKBHb7y2Pqgksh3q.eval,vllm/allenai/Olmo-3-7B-Think,est,500,500,500,152,348,0
logs/2026-07-27T00-15-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_LCg2brvSJGf5vb7zbPjEsA.eval,vllm/allenai/Olmo-3-7B-Think,nld,500,500,500,423,77,0
logs/2026-07-27T02-45-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_EySKWw24FUyVNyjeNz3gcZ.eval,vllm/allenai/Olmo-3-7B-Think,ita,500,500,500,451,49,0
logs/2026-07-27T03-21-13-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_gatw2LCYFfLLcdFtqYVHBe.eval,vllm/allenai/Olmo-3-7B-Think,ukr,500,500,500,390,110,0
logs/2026-07-27T04-16-40-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_7RXDCHdftCWRf3xyPfqhJR.eval,vllm/allenai/Olmo-3-7B-Think,mar,500,500,500,216,284,0
logs/2026-07-27T04-30-02-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_HjbVxWRhGDKvjuq6Wu7gD6.eval,vllm/allenai/Olmo-3-7B-Think,jpn,500,500,500,399,101,0
logs/2026-07-27T05-03-23-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_4PRwxTZaVqPGWM3JvSm5af.eval,vllm/allenai/Olmo-3-7B-Think,ara,500,500,500,384,116,0
logs/2026-07-27T05-13-47-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_jGSCQQ4ttNHrdfRVrweqWg.eval,vllm/allenai/Olmo-3-7B-Think,hin,500,500,500,327,173,0
logs/2026-07-27T05-36-30-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_6ULfj5oBXgQvi85bK4pZc2.eval,vllm/allenai/Olmo-3-7B-Think,rus,500,498,498,403,95,0
logs/2026-07-27T07-39-56-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_4JDBGKhxTzzLJVP3Tm92DK.eval,vllm/Qwen/Qwen2.5-7B-Instruct,mar,500,500,500,161,339,0
logs/2026-07-27T14-57-20-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_XrMWePUEdVuxAy86DuVkEu.eval,vllm/ibm-granite/granite-3.2-2b-instruct,ara,500,499,499,113,386,0
logs/2026-07-27T14-57-20-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_fhqJ5KRg7jhaqGDTnfSQGs.eval,vllm/ibm-granite/granite-3.2-2b-instruct,deu,500,498,498,206,292,0
logs/2026-07-27T14-57-20-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_XqnEuAxPoMkJVRQX4gZMey.eval,vllm/ibm-granite/granite-3.2-2b-instruct,hin,500,485,488,59,429,0
logs/2026-07-27T14-57-20-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_LCd7P82kLZijEBQQgVcFVq.eval,vllm/ibm-granite/granite-3.2-2b-instruct,isl,500,222,239,14,225,0
logs/2026-07-27T14-57-21-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_dZ4h4zMsVPZa5KEaVqk3Rj.eval,vllm/ibm-granite/granite-3.2-2b-instruct,fra,500,500,499,236,263,0
logs/2026-07-27T14-57-21-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_Zm93TnCtgGEUT32aioP6Ee.eval,vllm/ibm-granite/granite-3.2-2b-instruct,ita,500,500,499,236,263,0
logs/2026-07-27T14-57-21-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_9TB83bfJ5BESNoujcbWwVV.eval,vllm/ibm-granite/granite-3.2-2b-instruct,jpn,500,496,496,98,398,0
logs/2026-07-27T14-57-21-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_4GW22BHia9WFGCNLDjYN3B.eval,vllm/ibm-granite/granite-3.2-2b-instruct,mar,500,495,495,47,448,0
logs/2026-07-27T14-57-21-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_Ncp2YLpEgfW62kJ8JjefHN.eval,vllm/ibm-granite/granite-3.2-2b-instruct,nld,500,500,500,215,285,0
logs/2026-07-27T14-57-21-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_h7JUMbb82s8EUeMLkV8TGQ.eval,vllm/ibm-granite/granite-3.2-2b-instruct,rus,500,499,497,117,380,0
logs/2026-07-27T14-57-21-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_HwgRhLMMSn35eg4rYSQbeC.eval,vllm/ibm-granite/granite-3.2-2b-instruct,zho,500,500,500,165,335,0
logs/2026-07-27T14-57-22-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_9aum5jMCpbcEgFWTWSmBjX.eval,vllm/ibm-granite/granite-3.2-2b-instruct,dan,500,494,494,82,412,0
logs/2026-07-27T14-57-22-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_n63Jzo4XjTRcUFnps3qVB8.eval,vllm/ibm-granite/granite-3.2-2b-instruct,eng,500,500,500,311,189,0
logs/2026-07-27T14-57-22-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_3Qb6zjNJkhPGA8kkqNZ4BP.eval,vllm/ibm-granite/granite-3.2-2b-instruct,est,500,215,236,11,225,0
logs/2026-07-27T14-57-22-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_QdKGEyaCyuBKPem9c7DGUt.eval,vllm/ibm-granite/granite-3.2-2b-instruct,ukr,500,496,494,77,417,0
logs/2026-07-27T15-46-43-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_i4VJLxomqZHeNjgiGdV6CY.eval,vllm/ibm-granite/granite-3.2-2b-instruct,dan,500,482,485,65,420,0
logs/2026-07-27T15-46-43-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_LgL3hE6gGnPdzBSo6A9f5A.eval,vllm/ibm-granite/granite-3.2-2b-instruct,deu,500,500,500,199,301,0
logs/2026-07-27T15-46-43-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_cwfbf7mpr3R4GtAeDNxjky.eval,vllm/ibm-granite/granite-3.2-2b-instruct,eng,500,500,500,309,191,0
logs/2026-07-27T15-46-43-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_fqADnf3D2SzS5eKCyopnmP.eval,vllm/ibm-granite/granite-3.2-2b-instruct,isl,500,217,296,7,289,0
logs/2026-07-27T15-46-44-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_dHzb7CpyQVwujGzbxaNHAL.eval,vllm/ibm-granite/granite-3.2-2b-instruct,ara,500,477,478,63,415,0
logs/2026-07-27T15-46-44-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_iEiydvFGqgRq98PwHZJr2G.eval,vllm/ibm-granite/granite-3.2-2b-instruct,fra,500,500,500,224,276,0
logs/2026-07-27T15-46-44-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_73ptyZKZgSeDw5Ev5bWDHY.eval,vllm/ibm-granite/granite-3.2-2b-instruct,hin,500,474,476,28,448,0
logs/2026-07-27T15-46-44-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_9eQH3yFT87FeZE9YYPmwZJ.eval,vllm/ibm-granite/granite-3.2-2b-instruct,ita,500,499,499,252,247,0
logs/2026-07-27T15-46-44-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_MP82GHZ9PsqEXLXQvRB5f3.eval,vllm/ibm-granite/granite-3.2-2b-instruct,mar,500,463,471,11,460,0
logs/2026-07-27T15-46-44-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_kxwHdZzyBnE5oceDKQiBQT.eval,vllm/ibm-granite/granite-3.2-2b-instruct,nld,500,499,499,196,303,0
logs/2026-07-27T15-46-44-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_YdJUYqJhfp98adFYZ5Q5vb.eval,vllm/ibm-granite/granite-3.2-2b-instruct,rus,500,500,499,102,397,0
logs/2026-07-27T15-46-44-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_NZ5XfBHtKGxnp24nxQBPBa.eval,vllm/ibm-granite/granite-3.2-2b-instruct,zho,500,497,498,155,343,0
logs/2026-07-27T15-46-45-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_3827SE9yiTgzc3AZ3p5miE.eval,vllm/ibm-granite/granite-3.2-2b-instruct,est,500,293,322,5,317,0
logs/2026-07-27T15-46-45-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_XeDGAHk8fXkjKe3Fau8SqN.eval,vllm/ibm-granite/granite-3.2-2b-instruct,jpn,500,495,496,88,408,0
logs/2026-07-27T15-46-45-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_BRgU5FcX45w7J3w3PxJc7Q.eval,vllm/ibm-granite/granite-3.2-2b-instruct,ukr,500,494,493,52,441,0
logs/2026-07-27T16-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_BAvaj63UKK8ezoWhVvYRUa.eval,vllm/ibm-granite/granite-3.2-8b-instruct,ara,500,498,500,252,248,0
logs/2026-07-27T16-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_aKDNCKKsfXS4Bk8VzLPrug.eval,vllm/ibm-granite/granite-3.2-8b-instruct,dan,500,500,500,292,208,0
logs/2026-07-27T16-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_CHHEtHDz9Ljevy6EZLFZgh.eval,vllm/ibm-granite/granite-3.2-8b-instruct,deu,500,500,500,361,139,0
logs/2026-07-27T16-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_V9qtuPLvk25SoT5DADRQbm.eval,vllm/ibm-granite/granite-3.2-8b-instruct,eng,500,500,500,416,84,0
logs/2026-07-27T16-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_DzDKjSEXLaXa4pxL7yfEns.eval,vllm/ibm-granite/granite-3.2-8b-instruct,hin,500,500,500,203,297,0
logs/2026-07-27T16-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_jXjmmGniM7Nffo2a9nBF8H.eval,vllm/ibm-granite/granite-3.2-8b-instruct,isl,500,496,496,136,360,0
logs/2026-07-27T16-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_BgE8nSJfV2aW5q3t53euTi.eval,vllm/ibm-granite/granite-3.2-8b-instruct,fra,500,499,500,357,143,0
logs/2026-07-27T16-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_nujZ7NmedCk4GvMtbStZJM.eval,vllm/ibm-granite/granite-3.2-8b-instruct,ita,500,500,500,379,121,0
logs/2026-07-27T16-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_USfb5fNaWYEkRSXubuqrEJ.eval,vllm/ibm-granite/granite-3.2-8b-instruct,jpn,500,499,499,260,239,0
logs/2026-07-27T16-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_jKxjGarVMhbQnkhPoGt7ex.eval,vllm/ibm-granite/granite-3.2-8b-instruct,mar,500,499,500,149,351,0
logs/2026-07-27T16-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_cMe2bn9t9AzEe8y7f8RE4r.eval,vllm/ibm-granite/granite-3.2-8b-instruct,nld,500,500,499,365,134,0
logs/2026-07-27T16-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_Qno2ptBbqmuqQrcyf2oQCq.eval,vllm/ibm-granite/granite-3.2-8b-instruct,rus,500,500,500,306,194,0
logs/2026-07-27T16-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_AnM8h8U35FTHW5hFsK3LHx.eval,vllm/ibm-granite/granite-3.2-8b-instruct,ukr,500,499,500,288,212,0
logs/2026-07-27T16-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_LNuvwDPLSWyywURDumAUKD.eval,vllm/ibm-granite/granite-3.2-8b-instruct,zho,500,500,500,318,182,0
logs/2026-07-27T16-37-09-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_UH8NdBPa5priSKmHNBf8im.eval,vllm/ibm-granite/granite-3.2-8b-instruct,est,500,500,499,104,395,0
logs/2026-07-27T17-36-51-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_F9Lf74rvpezbb6BaDpubdW.eval,vllm/ibm-granite/granite-3.2-8b-instruct,ara,500,491,493,198,295,0
logs/2026-07-27T17-36-51-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_QU6Q4h2ygHHUgnNDWAFhm3.eval,vllm/ibm-granite/granite-3.2-8b-instruct,dan,500,497,498,220,278,0
logs/2026-07-27T17-36-51-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_YEKPuLa5dRyyo7m7gTdFEG.eval,vllm/ibm-granite/granite-3.2-8b-instruct,deu,500,500,500,325,175,0
logs/2026-07-27T17-36-51-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_4YEJLkwKDETWRKrxnhVF9w.eval,vllm/ibm-granite/granite-3.2-8b-instruct,eng,500,500,500,414,86,0
logs/2026-07-27T17-36-51-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_TkM6RHD4TwNrSdnf4TgHVs.eval,vllm/ibm-granite/granite-3.2-8b-instruct,isl,500,484,491,71,420,0
logs/2026-07-27T17-36-52-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_Weg7TtwfUG2t6Yr3FHSw4V.eval,vllm/ibm-granite/granite-3.2-8b-instruct,fra,500,500,500,318,182,0
logs/2026-07-27T17-36-52-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_ZApJzC3afUF3p5ZaSbNHJM.eval,vllm/ibm-granite/granite-3.2-8b-instruct,hin,500,475,476,102,374,0
logs/2026-07-27T17-36-52-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_NVLWtPnNbAQAdxDfVNsyqQ.eval,vllm/ibm-granite/granite-3.2-8b-instruct,ita,500,499,500,352,148,0
logs/2026-07-27T17-36-52-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_7d5MHpAdY9U4XHEyGb8nRw.eval,vllm/ibm-granite/granite-3.2-8b-instruct,mar,500,482,486,66,420,0
logs/2026-07-27T17-36-52-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_L9KjkPnjgf65W6M4eatNRm.eval,vllm/ibm-granite/granite-3.2-8b-instruct,nld,500,499,499,322,177,0
logs/2026-07-27T17-36-52-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_MQEdgnirDWZKsyvGcnXQtW.eval,vllm/ibm-granite/granite-3.2-8b-instruct,rus,500,497,497,226,271,0
logs/2026-07-27T17-36-52-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_GnGb26ZmL9XB97rp34Mc6X.eval,vllm/ibm-granite/granite-3.2-8b-instruct,zho,500,499,500,278,222,0
logs/2026-07-27T17-36-53-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_4Ccp65eByk47PMYjemNQcr.eval,vllm/ibm-granite/granite-3.2-8b-instruct,est,500,492,494,35,459,0
logs/2026-07-27T17-36-53-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_ch6JXSDBFLG89GB4Q9ehAw.eval,vllm/ibm-granite/granite-3.2-8b-instruct,jpn,500,498,499,223,276,0
logs/2026-07-27T17-36-53-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_kTBGqLx5kjW9YfNC8YhbHQ.eval,vllm/ibm-granite/granite-3.2-8b-instruct,ukr,500,492,495,176,319,0
logs/2026-07-29T08-37-06-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_evQZn2XbHii5GKNKpnp5Yh.eval,vllm/google/gemma-3-1b-it,dan,500,496,496,119,377,0
logs/2026-07-29T08-37-06-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_gSV7Rpdk6fKB7VHC7wnjXX.eval,vllm/google/gemma-3-1b-it,eng,500,498,498,280,218,0
logs/2026-07-29T08-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_NopZfUi7BqGLqUKuhqUDBP.eval,vllm/google/gemma-3-1b-it,ara,500,445,447,88,359,0
logs/2026-07-29T08-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_MhVxcgVs2NGeEw7HPbWb7v.eval,vllm/google/gemma-3-1b-it,deu,500,493,493,126,367,0
logs/2026-07-29T08-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_CghQz2Z54gLbKz7wWLvzEn.eval,vllm/google/gemma-3-1b-it,fra,500,359,365,98,267,0
logs/2026-07-29T08-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_DcXAY3CuJvE2HiCfmZVfer.eval,vllm/google/gemma-3-1b-it,hin,500,186,203,23,180,0
logs/2026-07-29T08-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_dKLWx7R2YMYs2NBHR8hXSJ.eval,vllm/google/gemma-3-1b-it,isl,500,246,282,13,269,0
logs/2026-07-29T08-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_WprbN4MnghEwmLKcrjNx2K.eval,vllm/google/gemma-3-1b-it,ita,500,494,494,155,339,0
logs/2026-07-29T08-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_kuF8n3JWcbnPPu9DRDQTsp.eval,vllm/google/gemma-3-1b-it,mar,500,22,32,4,28,0
logs/2026-07-29T08-37-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_2D8MZZcpyhFwpaD6cfosuV.eval,vllm/google/gemma-3-1b-it,nld,500,490,487,126,361,0
logs/2026-07-29T08-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_mr5QBvTwqNfWYfZfameoWT.eval,vllm/google/gemma-3-1b-it,est,500,236,285,21,264,0
logs/2026-07-29T08-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_AaKd78WJLQPY2dbv8ocgwi.eval,vllm/google/gemma-3-1b-it,jpn,500,381,383,48,335,0
logs/2026-07-29T08-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_8FLvJvVe2cjdHJqGTjXEyR.eval,vllm/google/gemma-3-1b-it,rus,500,488,488,117,371,0
logs/2026-07-29T08-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_MeynmViWf4PL8QJFqPxRP9.eval,vllm/google/gemma-3-1b-it,ukr,500,420,421,104,317,0
logs/2026-07-29T08-37-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_UBRaQWsPGZpNgFiKiHCdTS.eval,vllm/google/gemma-3-1b-it,zho,500,481,481,93,388,0
logs/2026-07-29T09-16-16-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_dhKaBWdoceMSaYsFF3gWJ7.eval,vllm/google/gemma-3-4b-it,dan,500,500,500,379,121,0
logs/2026-07-29T09-16-16-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_PzD6aoMLBgx5Y4msSgsdXA.eval,vllm/google/gemma-3-4b-it,deu,500,500,500,373,127,0
logs/2026-07-29T09-16-16-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_exs95cNXmr6PuPcseDGUj6.eval,vllm/google/gemma-3-4b-it,eng,500,500,500,432,68,0
logs/2026-07-29T09-16-17-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_Scc6zyVRXzU29tZf97CDvG.eval,vllm/google/gemma-3-4b-it,ara,500,500,500,375,125,0
logs/2026-07-29T09-16-17-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_o7nYDiAAGBzvajxVq85Vxd.eval,vllm/google/gemma-3-4b-it,fra,500,500,500,406,94,0
logs/2026-07-29T09-16-17-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_76T5f3yNX4KCQT2whfctj3.eval,vllm/google/gemma-3-4b-it,hin,500,497,499,335,164,0
logs/2026-07-29T09-16-17-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_jdUMYrWFj9bwtTsikRH4De.eval,vllm/google/gemma-3-4b-it,isl,500,493,494,289,205,0
logs/2026-07-29T09-16-17-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_foMfADMMX6EfbgEQtxaN9r.eval,vllm/google/gemma-3-4b-it,ita,500,500,500,427,73,0
logs/2026-07-29T09-16-17-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_jb5UQU2gLtpePmWSgtPBD6.eval,vllm/google/gemma-3-4b-it,mar,500,492,493,246,247,0
logs/2026-07-29T09-16-17-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_YttAy7LRXASr6TYSCT6iqq.eval,vllm/google/gemma-3-4b-it,nld,500,500,500,388,112,0
logs/2026-07-29T09-16-17-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_L4nsy6mEcL5y3tVWfwM4Ya.eval,vllm/google/gemma-3-4b-it,rus,500,500,500,365,135,0
logs/2026-07-29T09-16-18-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_SBoTajW8ETVRLdfqYzfLqU.eval,vllm/google/gemma-3-4b-it,est,500,500,500,359,141,0
logs/2026-07-29T09-16-18-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_WgSF2u7XNntK7U47pxwYYD.eval,vllm/google/gemma-3-4b-it,jpn,500,498,498,304,194,0
logs/2026-07-29T09-16-18-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_NQwnuVWKWvJSQPs75uC9VX.eval,vllm/google/gemma-3-4b-it,ukr,500,500,500,376,124,0
logs/2026-07-29T09-16-18-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_JJF23fHQN9R6jfdos57Fu3.eval,vllm/google/gemma-3-4b-it,zho,500,500,500,346,154,0
logs/2026-07-29T10-17-32-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_XwPndBKuVimeBAXAkX4ZTd.eval,vllm/google/gemma-3-12b-it,dan,500,497,497,460,37,0
logs/2026-07-29T10-17-32-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_afLT3CvyLEX974MLEf5mAT.eval,vllm/google/gemma-3-12b-it,eng,500,500,500,476,24,0
logs/2026-07-29T10-17-33-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_N3n8Dstu8avgNohxD6mUxa.eval,vllm/google/gemma-3-12b-it,ara,500,500,500,460,40,0
logs/2026-07-29T10-17-33-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_4Prwi9mHue9ez3JCNLKxxA.eval,vllm/google/gemma-3-12b-it,deu,500,500,500,441,59,0
logs/2026-07-29T10-17-33-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_PXJPd5KjLuN7pvztdPnQZG.eval,vllm/google/gemma-3-12b-it,fra,500,499,499,443,56,0
