model,base_model,reasoning,family,language,puzzle,truncated,n_correct_cells,n_cells,solved,params_b,log10_resource
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,804,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,644,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,649,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,354,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,284,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,816,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,376,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,647,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,324,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,503,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,905,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,423,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,481,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,471,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,525,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,810,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,623,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,88,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,530,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,807,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,103,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,670,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,803,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,24,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,755,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,164,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,118,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,100,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,54,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,442,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,495,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,606,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,641,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,145,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,585,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,31,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,202,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,465,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,504,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,154,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,765,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,559,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,429,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,688,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,929,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,137,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,899,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,696,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,484,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,435,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,801,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,361,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,945,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,877,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,214,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,655,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,582,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,640,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,283,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,426,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,181,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,988,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,15,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,772,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,142,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,163,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,140,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,552,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,962,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,922,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,953,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,565,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,478,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,767,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,246,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,563,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,263,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,245,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,167,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,545,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,616,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,814,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,456,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,483,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,159,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,135,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,479,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,830,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,940,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,580,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,269,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,234,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,110,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,714,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,162,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,197,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,996,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,201,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,402,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,924,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,2,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,886,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,872,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,414,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,55,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,260,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,138,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,681,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,26,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,215,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,619,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,756,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,544,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,946,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,982,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,975,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,186,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,222,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,660,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,738,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,999,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,768,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,398,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,557,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,871,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,185,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,680,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,842,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,487,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,277,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,821,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,596,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,726,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,558,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,405,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,12,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,443,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,451,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,111,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,244,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,364,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,917,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,955,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,304,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,517,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,526,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,874,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,362,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,25,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,378,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,609,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,278,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,340,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,226,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,782,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,847,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,617,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,180,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,594,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,754,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,309,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,334,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,761,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,49,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,231,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,175,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,683,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,82,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,467,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,698,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,115,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,314,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,305,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,994,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,834,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,531,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,825,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,353,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,454,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,325,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,470,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,849,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,740,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,205,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,621,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,951,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,509,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,882,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,203,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,1002,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,236,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,307,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,472,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,74,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,601,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,444,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,466,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,781,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,149,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,368,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,83,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,629,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,766,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,336,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,513,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,914,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,131,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,232,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,527,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,650,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,377,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,393,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,427,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,437,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,800,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,625,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,61,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,391,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,806,0,2,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,843,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,497,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,252,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,918,0,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,440,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,881,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,417,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,380,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,347,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,837,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,493,1,0,6,0,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,848,0,6,6,1,9.653,5.8904
Qwen3.5-9B (reasoning on),Qwen3.5-9B,on,Qwen3.5,isl,75,0,6,6,1,9.653,5.8904
